FILENAME	CHUNK_COUNTER	CHUNK	ALIGNNMENT_ID
afr-x-bible-1953.txt	30	dikwels	1
dan-x-bible-1931.txt	32	Gang	1
deu-x-bible-elberfelder1871.txt	33	geschah	1
deu-x-bible-elberfelder1905.txt	33	geschah	1
deu-x-bible-freebible.txt	33	geschah	1
deu-x-bible-gruenewalder.txt	21	Sooft	1
deu-x-bible-luther1545.txt	34	nun	1
deu-x-bible-luther1545.txt	35	oft	1
deu-x-bible-luther1545letztehand.txt	33	nu	1
deu-x-bible-luther1545letztehand.txt	34	offt	1
deu-x-bible-luther1912.txt	33	oft	1
deu-x-bible-menge.txt	24	Sooft	1
deu-x-bible-menge.txt	26	nun	1
deu-x-bible-menge.txt	27	später	1
deu-x-bible-neue.txt	28	Mal	1
deu-x-bible-pattloch.txt	21	Sooft	1
deu-x-bible-schlachter.txt	29	Sooft	1
deu-x-bible-schlachter.txt	31	nun	1
deu-x-bible-tafelbibel.txt	35	geschah	1
deu-x-bible-tafelbibel.txt	37	sooft	1
deu-x-bible-textbibel.txt	26	oft	1
deu-x-bible-textbibel.txt	28	nun	1
deu-x-bible-zuercher.txt	28	Sooft	1
eng-x-bible-darby.txt	39	oft	1
eng-x-bible-kingjames.txt	35	oft	1
eng-x-bible-literal.txt	31	happened	1
eng-x-bible-literal.txt	34	often	1
eng-x-bible-newsimplified.txt	24	time	1
nld-x-bible-statenvertaling.txt	30	geschiedde	1
nld-x-bible-statenvertaling.txt	34	dikwijls	1
nor-x-bible-1930.txt	26	ofte	1
nor-x-bible-student.txt	28	gong	1
swe-x-bible-folk1998.txt	24	ofta	1
afr-x-bible-1953.txt	24	brood	2
afr-x-bible-1953.txt	26	eet	2
dan-x-bible-1931.txt	26	spise	2
deu-x-bible-elberfelder1871.txt	29	essen	2
deu-x-bible-elberfelder1905.txt	29	essen	2
deu-x-bible-freebible.txt	29	essen	2
deu-x-bible-gruenewalder.txt	19	speisen	2
deu-x-bible-luther1545.txt	29	aß	2
deu-x-bible-luther1545letztehand.txt	28	ass	2
deu-x-bible-luther1912.txt	29	aß	2
deu-x-bible-menge.txt	22	essen	2
deu-x-bible-neue.txt	19	Essen	2
deu-x-bible-pattloch.txt	18	Essen	2
deu-x-bible-schlachter.txt	27	essen	2
deu-x-bible-tafelbibel.txt	29	Brot	2
deu-x-bible-tafelbibel.txt	31	essen	2
deu-x-bible-textbibel.txt	23	speisen	2
deu-x-bible-zuercher.txt	26	essen	2
eng-x-bible-darby.txt	27	eat	2
eng-x-bible-darby.txt	28	bread	2
eng-x-bible-kingjames.txt	25	eat	2
eng-x-bible-kingjames.txt	26	bread	2
eng-x-bible-literal.txt	26	eat	2
eng-x-bible-literal.txt	27	bread	2
eng-x-bible-newsimplified.txt	17	meal	2
nld-x-bible-statenvertaling.txt	25	brood	2
nld-x-bible-statenvertaling.txt	27	eten	2
nor-x-bible-1930.txt	20	ete	2
nor-x-bible-student.txt	25	mat	2
swe-x-bible-folk1998.txt	19	äta	2
afr-x-bible-1953.txt	40	brood	3
afr-x-bible-1953.txt	42	eet	3
dan-x-bible-1931.txt	42	spiste	3
deu-x-bible-elberfelder1871.txt	46	essen	3
deu-x-bible-elberfelder1905.txt	46	essen	3
deu-x-bible-freebible.txt	46	essen	3
deu-x-bible-gruenewalder.txt	30	Speisen	3
deu-x-bible-luther1545.txt	45	aß	3
deu-x-bible-luther1545letztehand.txt	45	ass	3
deu-x-bible-luther1912.txt	44	aß	3
deu-x-bible-menge.txt	37	Essen	3
deu-x-bible-pattloch.txt	29	Essen	3
deu-x-bible-schlachter.txt	42	essen	3
deu-x-bible-tafelbibel.txt	48	Brot	3
deu-x-bible-tafelbibel.txt	50	essen	3
deu-x-bible-textbibel.txt	38	speisen	3
deu-x-bible-zuercher.txt	38	Essen	3
eng-x-bible-darby.txt	50	eat	3
eng-x-bible-darby.txt	51	bread	3
eng-x-bible-kingjames.txt	46	eat	3
eng-x-bible-kingjames.txt	47	bread	3
eng-x-bible-literal.txt	45	eat	3
eng-x-bible-literal.txt	46	bread	3
eng-x-bible-newsimplified.txt	33	meals	3
nld-x-bible-statenvertaling.txt	43	brood	3
nld-x-bible-statenvertaling.txt	45	eten	3
nor-x-bible-1930.txt	40	mat	3
nor-x-bible-student.txt	42	mat	3
swe-x-bible-folk1998.txt	34	åt	3
afr-x-bible-1953.txt	4	dag	4
dan-x-bible-1931.txt	4	Dag	4
deu-x-bible-elberfelder1871.txt	5	Tages	4
deu-x-bible-elberfelder1871.txt	7	da	4
deu-x-bible-elberfelder1905.txt	5	Tages	4
deu-x-bible-elberfelder1905.txt	7	da	4
deu-x-bible-freebible.txt	5	Tages	4
deu-x-bible-freebible.txt	7	da	4
