FILENAME	CHUNK_COUNTER	CHUNK	ALIGNNMENT_ID
afr-x-bible-1953.txt	8	in	1
dan-x-bible-1931.txt	9	i	1
deu-x-bible-elberfelder1871.txt	9	in	1
deu-x-bible-elberfelder1905.txt	9	in	1
deu-x-bible-freebible.txt	9	in	1
deu-x-bible-gruenewalder.txt	9	in	1
deu-x-bible-luther1545.txt	9	in	1
deu-x-bible-luther1545letztehand.txt	9	in	1
deu-x-bible-luther1912.txt	9	in	1
deu-x-bible-menge.txt	10	im	1
deu-x-bible-neue.txt	8	im	1
deu-x-bible-pattloch.txt	9	im	1
deu-x-bible-schlachter.txt	9	in	1
deu-x-bible-tafelbibel.txt	9	in	1
deu-x-bible-textbibel.txt	9	in	1
deu-x-bible-zuercher.txt	9	in	1
eng-x-bible-darby.txt	10	in	1
eng-x-bible-kingjames.txt	10	in	1
eng-x-bible-literal.txt	9	in	1
eng-x-bible-newsimplified.txt	4	in	1
eng-x-bible-newsimplified.txt	8	in	1
nld-x-bible-statenvertaling.txt	10	in	1
nor-x-bible-1930.txt	8	i	1
nor-x-bible-student.txt	7	i	1
nor-x-bible-student.txt	9	i	1
swe-x-bible-folk1998.txt	9	i	1
afr-x-bible-1953.txt	29	hele	2
dan-x-bible-1931.txt	22	hele	2
deu-x-bible-elberfelder1871.txt	27	ganze	2
deu-x-bible-elberfelder1905.txt	27	ganze	2
deu-x-bible-freebible.txt	27	ganze	2
deu-x-bible-gruenewalder.txt	23	ganze	2
deu-x-bible-luther1545.txt	23	ganze	2
deu-x-bible-luther1545letztehand.txt	23	gantze	2
deu-x-bible-luther1912.txt	23	ganze	2
deu-x-bible-menge.txt	24	ganze	2
deu-x-bible-neue.txt	22	ganze	2
deu-x-bible-pattloch.txt	23	ganze	2
deu-x-bible-schlachter.txt	23	ganze	2
deu-x-bible-tafelbibel.txt	23	ganze	2
deu-x-bible-textbibel.txt	26	ganze	2
deu-x-bible-zuercher.txt	23	ganze	2
eng-x-bible-darby.txt	28	all	2
eng-x-bible-kingjames.txt	28	all	2
eng-x-bible-literal.txt	25	all	2
eng-x-bible-newsimplified.txt	16	all	2
nld-x-bible-statenvertaling.txt	27	gansen	2
nor-x-bible-1930.txt	20	hele	2
nor-x-bible-student.txt	15	heile	2
swe-x-bible-folk1998.txt	22	hela	2
afr-x-bible-1953.txt	3	het	3
afr-x-bible-1953.txt	5	opgetel	3
dan-x-bible-1931.txt	2	bar	3
deu-x-bible-elberfelder1871.txt	3	hoben	3
deu-x-bible-elberfelder1905.txt	3	hoben	3
deu-x-bible-freebible.txt	3	hoben	3
deu-x-bible-gruenewalder.txt	2	hoben	3
deu-x-bible-luther1545.txt	3	huben	3
deu-x-bible-luther1545letztehand.txt	3	huben	3
deu-x-bible-luther1912.txt	3	hoben	3
deu-x-bible-menge.txt	4	hob	3
deu-x-bible-neue.txt	2	nahmen	3
deu-x-bible-pattloch.txt	2	trugen	3
deu-x-bible-schlachter.txt	3	hoben	3
deu-x-bible-tafelbibel.txt	3	hoben	3
deu-x-bible-textbibel.txt	3	hoben	3
deu-x-bible-zuercher.txt	3	hoben	3
eng-x-bible-darby.txt	3	took	3
eng-x-bible-kingjames.txt	3	took	3
eng-x-bible-literal.txt	3	lifted	3
nld-x-bible-statenvertaling.txt	3	namen	3
nor-x-bible-1930.txt	2	tok	3
nor-x-bible-student.txt	2	tok	3
swe-x-bible-folk1998.txt	2	tog	3
afr-x-bible-1953.txt	20	begrawe	4
dan-x-bible-1931.txt	7	jordede	4
deu-x-bible-elberfelder1871.txt	7	begruben	4
deu-x-bible-elberfelder1905.txt	7	begruben	4
deu-x-bible-freebible.txt	7	begruben	4
deu-x-bible-gruenewalder.txt	7	begruben	4
deu-x-bible-luther1545.txt	7	begruben	4
deu-x-bible-luther1545letztehand.txt	7	begruben	4
deu-x-bible-luther1912.txt	7	begruben	4
deu-x-bible-menge.txt	8	begrub	4
deu-x-bible-neue.txt	6	bestatteten	4
deu-x-bible-pattloch.txt	7	begruben	4
deu-x-bible-schlachter.txt	7	begruben	4
deu-x-bible-tafelbibel.txt	7	begruben	4
deu-x-bible-textbibel.txt	7	begruben	4
deu-x-bible-zuercher.txt	7	begruben	4
eng-x-bible-darby.txt	8	buried	4
eng-x-bible-kingjames.txt	8	buried	4
eng-x-bible-literal.txt	7	buried	4
eng-x-bible-newsimplified.txt	2	buried	4
nld-x-bible-statenvertaling.txt	8	begroeven	4
nor-x-bible-1930.txt	6	begravde	4
nor-x-bible-student.txt	5	gravlagde	4
swe-x-bible-folk1998.txt	7	begravde	4
afr-x-bible-1953.txt	4	Asahel	5
dan-x-bible-1931.txt	4	Asa'el	5
deu-x-bible-elberfelder1871.txt	4	Asael	5
deu-x-bible-elberfelder1905.txt	4	Asael	5
deu-x-bible-freebible.txt	4	Asael	5
deu-x-bible-gruenewalder.txt	4	Asahel	5
deu-x-bible-luther1545.txt	4	Asahel	5
deu-x-bible-luther1545letztehand.txt	4	Asahel	5
deu-x-bible-luther1912.txt	4	Asahel	5
deu-x-bible-menge.txt	2	Asahel	5
deu-x-bible-neue.txt	3	Asaël	5
deu-x-bible-pattloch.txt	4	Asahel	5
deu-x-bible-schlachter.txt	4	Asahel	5
deu-x-bible-tafelbibel.txt	4	Asahel	5
deu-x-bible-textbibel.txt	1	Asahel	5
deu-x-bible-zuercher.txt	4	Asahel	5
eng-x-bible-darby.txt	5	Asahel	5
eng-x-bible-kingjames.txt	5	Asahel	5
eng-x-bible-literal.txt	5	Asahel	5
eng-x-bible-newsimplified.txt	3	Asahel	5
nld-x-bible-statenvertaling.txt	4	Asahel	5
nor-x-bible-1930.txt	1	Asael	5
nor-x-bible-student.txt	3	Asael	5
swe-x-bible-folk1998.txt	5	Asael	5
afr-x-bible-1953.txt	23	Joab	6
dan-x-bible-1931.txt	17	Joab	6
deu-x-bible-elberfelder1871.txt	21	Joab	6
deu-x-bible-elberfelder1905.txt	21	Joab	6
deu-x-bible-freebible.txt	21	Joab	6
deu-x-bible-gruenewalder.txt	18	Joab	6
deu-x-bible-luther1545.txt	17	Joab	6
deu-x-bible-luther1545letztehand.txt	17	Joab	6
deu-x-bible-luther1912.txt	17	Joab	6
deu-x-bible-menge.txt	17	Joab	6
deu-x-bible-neue.txt	15	Joab	6
deu-x-bible-pattloch.txt	16	Joab	6
deu-x-bible-schlachter.txt	16	Joab	6
deu-x-bible-tafelbibel.txt	17	Joab	6
deu-x-bible-textbibel.txt	21	Joab	6
deu-x-bible-zuercher.txt	18	Joab	6
eng-x-bible-darby.txt	23	Joab	6
eng-x-bible-kingjames.txt	23	Joab	6
eng-x-bible-literal.txt	28	Joab	6
eng-x-bible-newsimplified.txt	11	Joab	6
nld-x-bible-statenvertaling.txt	20	Joab	6
nor-x-bible-1930.txt	15	Joab	6
nor-x-bible-student.txt	18	Joab	6
swe-x-bible-folk1998.txt	18	Joab	6
afr-x-bible-1953.txt	39	Hebron	7
dan-x-bible-1931.txt	33	Hebron	7
deu-x-bible-elberfelder1871.txt	37	Hebron	7
deu-x-bible-elberfelder1905.txt	37	Hebron	7
deu-x-bible-freebible.txt	37	Hebron	7
deu-x-bible-gruenewalder.txt	31	Hebron	7
deu-x-bible-luther1545.txt	32	Hebron	7
deu-x-bible-luther1545letztehand.txt	33	Hebron	7
deu-x-bible-luther1912.txt	32	Hebron	7
deu-x-bible-menge.txt	33	Hebron	7
deu-x-bible-neue.txt	30	Hebron	7
deu-x-bible-pattloch.txt	28	Hebron	7
deu-x-bible-schlachter.txt	32	Hebron	7
deu-x-bible-tafelbibel.txt	33	Chebron	7
deu-x-bible-textbibel.txt	33	Hebron	7
deu-x-bible-zuercher.txt	30	Hebron	7
eng-x-bible-darby.txt	35	Hebron	7
eng-x-bible-kingjames.txt	35	Hebron	7
eng-x-bible-literal.txt	41	Hebron	7
eng-x-bible-newsimplified.txt	22	Hebron	7
nld-x-bible-statenvertaling.txt	36	Hebron	7
nor-x-bible-1930.txt	25	Hebron	7
nor-x-bible-student.txt	28	Hebron	7
swe-x-bible-folk1998.txt	29	Hebron	7
afr-x-bible-1953.txt	17	Betlehem	8
dan-x-bible-1931.txt	14	Betlehem	8
deu-x-bible-elberfelder1871.txt	17	Bethlehem	8
deu-x-bible-elberfelder1905.txt	17	Bethlehem	8
deu-x-bible-freebible.txt	17	Bethlehem	8
deu-x-bible-gruenewalder.txt	14	Bethlehem	8
deu-x-bible-luther1545.txt	14	Bethlehem	8
deu-x-bible-luther1545letztehand.txt	14	Bethlehem	8
deu-x-bible-luther1912.txt	14	Bethlehem	8
deu-x-bible-menge.txt	15	Bethlehem	8
deu-x-bible-neue.txt	13	Bethlehem	8
deu-x-bible-pattloch.txt	14	Bethlehem	8
