FILENAME	CHUNK_COUNTER	CHUNK	ALIGNNMENT_ID
afr-x-bible-1953.txt	3	woord	1
dan-x-bible-1931.txt	4	Ord	1
deu-x-bible-elberfelder1871.txt	3	Wort	1
deu-x-bible-elberfelder1905.txt	3	Wort	1
deu-x-bible-freebible.txt	3	Wort	1
deu-x-bible-gruenewalder.txt	3	erging	1
deu-x-bible-gruenewalder.txt	5	Wort	1
deu-x-bible-luther1545.txt	3	geschah	1
deu-x-bible-luther1545.txt	7	Wort	1
deu-x-bible-luther1545letztehand.txt	3	geschach	1
deu-x-bible-luther1545letztehand.txt	7	wort	1
deu-x-bible-luther1912.txt	3	geschah	1
deu-x-bible-luther1912.txt	7	Wort	1
deu-x-bible-menge.txt	2	erging	1
deu-x-bible-menge.txt	4	Wort	1
deu-x-bible-neue.txt	2	empfing	1
deu-x-bible-pattloch.txt	2	Wort	1
deu-x-bible-schlachter.txt	3	Wort	1
deu-x-bible-tafelbibel.txt	3	geschah	1
deu-x-bible-tafelbibel.txt	5	Wort	1
deu-x-bible-textbibel.txt	3	erging	1
deu-x-bible-textbibel.txt	5	Wort	1
deu-x-bible-zuercher.txt	3	erging	1
eng-x-bible-darby.txt	3	word	1
eng-x-bible-kingjames.txt	3	word	1
eng-x-bible-literal.txt	3	word	1
eng-x-bible-newsimplified.txt	2	word	1
nld-x-bible-statenvertaling.txt	2	geschiedde	1
nld-x-bible-statenvertaling.txt	4	woord	1
nor-x-bible-1930.txt	6	ord	1
nor-x-bible-student.txt	2	ordet	1
afr-x-bible-1953.txt	12	my	2
dan-x-bible-1931.txt	7	mig	2
deu-x-bible-elberfelder1871.txt	9	mir	2
deu-x-bible-elberfelder1905.txt	9	mir	2
deu-x-bible-freebible.txt	9	mir	2
deu-x-bible-gruenewalder.txt	9	mich	2
deu-x-bible-luther1545.txt	9	mir	2
deu-x-bible-luther1545letztehand.txt	9	mir	2
deu-x-bible-luther1912.txt	9	mir	2
deu-x-bible-menge.txt	10	mich	2
deu-x-bible-neue.txt	3	ich	2
deu-x-bible-pattloch.txt	9	mich	2
deu-x-bible-schlachter.txt	10	mich	2
deu-x-bible-tafelbibel.txt	10	mir	2
deu-x-bible-textbibel.txt	10	mich	2
deu-x-bible-zuercher.txt	5	mich	2
eng-x-bible-darby.txt	10	me	2
eng-x-bible-kingjames.txt	11	me	2
eng-x-bible-literal.txt	10	me	2
eng-x-bible-newsimplified.txt	9	me	2
nld-x-bible-statenvertaling.txt	10	mij	2
nor-x-bible-1930.txt	9	mig	2
nor-x-bible-student.txt	11	meg	2
swe-x-bible-folk1998.txt	21	jag	2
afr-x-bible-1953.txt	1	En	3
dan-x-bible-1931.txt	1	Og	3
deu-x-bible-elberfelder1871.txt	1	Und	3
deu-x-bible-elberfelder1905.txt	1	Und	3
deu-x-bible-freebible.txt	1	Und	3
deu-x-bible-gruenewalder.txt	1	Und	3
deu-x-bible-luther1545.txt	1	Und	3
deu-x-bible-luther1545letztehand.txt	1	VND	3
deu-x-bible-luther1912.txt	1	Und	3
deu-x-bible-menge.txt	1	Weiter	3
deu-x-bible-neue.txt	1	Dann	3
deu-x-bible-pattloch.txt	1	Das	3
deu-x-bible-schlachter.txt	1	Und	3
deu-x-bible-tafelbibel.txt	1	Und	3
deu-x-bible-textbibel.txt	1	Und	3
deu-x-bible-zuercher.txt	1	Und	3
eng-x-bible-darby.txt	1	And	3
eng-x-bible-kingjames.txt	1	And	3
eng-x-bible-literal.txt	1	And	3
eng-x-bible-newsimplified.txt	1	The	3
nld-x-bible-statenvertaling.txt	1	Wederom	3
nor-x-bible-1930.txt	1	Og	3
nor-x-bible-student.txt	1	Og	3
afr-x-bible-1953.txt	15	gesê	4
dan-x-bible-1931.txt	8	således	4
deu-x-bible-elberfelder1871.txt	10	also	4
deu-x-bible-elberfelder1905.txt	10	also	4
deu-x-bible-freebible.txt	10	also	4
