deu-x-bible-gruenewalder.txt	16	,	1
deu-x-bible-luther1545letztehand.txt	14	/	1
deu-x-bible-menge.txt	22	,	1
deu-x-bible-pattloch.txt	17	,	1
deu-x-bible-gruenewalder.txt	5	alles	2
deu-x-bible-luther1545letztehand.txt	3	alles	2
deu-x-bible-menge.txt	9	alles	2
deu-x-bible-pattloch.txt	5	alles	2
deu-x-bible-gruenewalder.txt	2	während	3
deu-x-bible-luther1545letztehand.txt	2	da	3
deu-x-bible-menge.txt	6	wo	3
deu-x-bible-pattloch.txt	2	als	3
deu-x-bible-gruenewalder.txt	1	Denn	4
deu-x-bible-luther1545letztehand.txt	1	Denn	4
deu-x-bible-menge.txt	1	Denn	4
deu-x-bible-pattloch.txt	1	Denn	4
deu-x-bible-gruenewalder.txt	12	ihres	5
deu-x-bible-menge.txt	19	ihres	5
deu-x-bible-pattloch.txt	11	ihrem	5
deu-x-bible-gruenewalder.txt	9	die	6
deu-x-bible-menge.txt	13	die	6
deu-x-bible-pattloch.txt	8	die	6
deu-x-bible-gruenewalder.txt	10	Nacht	7
deu-x-bible-menge.txt	14	Nacht	7
deu-x-bible-pattloch.txt	9	Nacht	7
deu-x-bible-gruenewalder.txt	3	tiefes	8
deu-x-bible-menge.txt	7	tiefes	8
deu-x-bible-pattloch.txt	3	lautlose	8
deu-x-bible-gruenewalder.txt	15	war	9
deu-x-bible-luther1545letztehand.txt	13	war	9
deu-x-bible-menge.txt	21	befand	9
deu-x-bible-gruenewalder.txt	14	Laufes	10
deu-x-bible-luther1545letztehand.txt	12	Mitternacht	10
deu-x-bible-menge.txt	20	Laufes	10
deu-x-bible-menge.txt	18	Mitte	11
deu-x-bible-pattloch.txt	15	Mitte	11
deu-x-bible-menge.txt	16	in	12
deu-x-bible-pattloch.txt	10	in	12
deu-x-bible-luther1545letztehand.txt	6	vnd	13
deu-x-bible-pattloch.txt	7	und	13
deu-x-bible-gruenewalder.txt	13	schnellen	14
deu-x-bible-pattloch.txt	12	schnellen	14
deu-x-bible-gruenewalder.txt	4	Schweigen	15
deu-x-bible-menge.txt	8	Schweigen	15
